CLAVE,LONGITUD,LATITUD,ORGANISMO_DE_CUENCA,SUBTIPO,GRUPO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_FIS_SUP_15_UT,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_COLI_FEC,CALIDAD_E_COLI,CALIDAD_ENTEROC,CALIDAD_OD_PORC,CALIDAD_OD_PORC_SUP,CALIDAD_OD_PORC_MED,CALIDAD_OD_PORC_FON,CALIDAD_TOX_D_48,CALIDAD_TOX_V_15,CALIDAD TOX_D_48_SUP,CALIDAD_TOX_FIS_SUP_15,SEMAFORO
DLAGU8,-102.33911,22.2473,6.0,22.0,1.0,1.0246311995193913,1.1389623778985443,1.003678304901222,1.0004311415626679,1.0000353736197132,1.0,1.0,2.1898960945897525,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,4,1,0,0,3,0,0,0,0,1,1,3
DLBAJ100,-109.8429,22.90473,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.006361317896425,1.0,3.6474381941956286,7.251015434606012,6.442321822189567,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ101,-109.86442,22.8988,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6474381941956286,7.251015434606012,6.442321822189567,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ102,-109.88604,22.89609,10.0,2.0,0.0,1.0,1.0,1.0038853409199477,1.0,1.0,1.0,1.0,1.0,1.0,6.07861866274798,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ103,-109.89657,22.87694,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.010081386841703,1.0,3.7828735220351124,7.287571080422421,6.6605437178545195,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ104,-109.9025,22.88,10.0,2.0,0.0,1.0,1.0,1.0116241122705705,1.0,1.0,1.0,1.0,3.586169831601576,7.2363931762794484,6.574577516531963,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ105,-109.9054,22.8831,10.0,2.0,0.0,1.0,1.0,1.0038853409199477,1.0,1.0,1.0324018005133695,1.0,3.321748477248298,6.300568643379367,5.582659808963998,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ106W2,-110.23902,23.4393,10.0,15.0,0.0,1.0,1.0,1.0458116155879449,1.0,1.0,1.1484679516060365,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,0,0,2,0,0,4,0,0,0,4,0,0,0,1,3
DLBAJ109,-110.22379,23.45805,10.0,0.0,2.0,1.0,1.0,1.0229296928907337,1.0014395315000264,1.0001893660336072,1.0,4.067992599444958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,4,2,0,1,0,0,0,1,1,0,0,2
DLBAJ112,-109.80786,23.43995,10.0,0.0,2.0,1.0,1.0,1.0149998407660217,1.0000692221937817,1.0,1.0,6.2909343200740055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,2,1,0,4,0,0,0,1,1,0,0,2
DLBAJ120M1,-109.8261,23.39128,10.0,0.0,2.0,1.014177958747747,1.0568682614849634,1.0039171558688336,1.0005226443013584,1.0000301661467796,1.0,4.334412580943571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,4,1,0,1,0,0,0,1,1,0,0,2
DLBAJ121,-110.95153,24.50289,10.0,0.0,2.0,1.0,1.0,1.0,1.0057758686043154,1.0001990370547698,1.0,1.6285846438482887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5,2,0,4,0,0,0,1,1,0,0,2
DLBAJ123,-111.00268,24.46953,10.0,0.0,2.0,1.0,1.0,1.0,1.000002640932702,1.0,1.0,4.950508788159112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1
DLBAJ124,-109.77912,23.337,10.0,3.0,2.0,1.0270342433749415,1.0,1.0,1.0089989223878688,1.0052569811227163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,1,1,5,5,0,0,0,0,0,1,1,0,0,2
DLBAJ126,-109.84545,23.73546,10.0,0.0,2.0,1.0,1.0,1.0,1.0000800091020015,1.0,1.0,4.546716003700277,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
DLBAJ132,-111.80531,26.06218,10.0,0.0,2.0,1.0,1.0,1.0,1.0002455323488197,1.0000264465232556,1.0,4.475948196114709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
DLBAJ133,-113.46249,26.80955,10.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5571479756359725,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ134,-112.09347,25.69695,10.0,12.0,0.0,1.0,1.0,1.0092036921051795,1.0,1.0,1.0,1.0,1.0,1.0,7.0639235855988245,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ135,-111.8325,26.03686,10.0,0.0,2.0,1.0,1.0,1.0001910807740895,1.0005226443013584,1.0001358034548615,1.0,4.142923219241443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,2,0,1,0,0,0,1,1,0,0,2
DLBAJ138,-111.23517,25.7233,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.250447868147616,8.21608448415922,7.480529022777371,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1
DLBAJ139,-111.2583,25.74527,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.108563238982443,8.077173030056864,7.282145481263777,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ140,-111.30427,25.80818,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9505553565030453,7.565393988627132,7.381337252020574,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ141,-111.33986,25.8758,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.9828018631314936,7.762794476035744,7.169728141072741,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ143,-111.33105,25.8363,10.0,2.0,0.0,1.0,1.0,1.0066468402670885,1.0,1.0,1.0,1.0,3.882837692583303,7.55808285946385,6.93166789125643,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ144,-111.33488,26.00486,10.0,2.0,0.0,1.0,1.0,1.0037898005329031,1.0,1.0,1.0,1.0,1.0,1.0,7.235855988243939,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ145,-111.34405,26.02468,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.328434974283615,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ146,-111.326,26.061,10.0,2.0,0.0,1.0,1.0,1.0007961380452437,1.0,1.0,1.0,1.0,1.0,8.64744110479285,7.8971344599559155,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,2,2,0,0,0,1,1
DLBAJ147,-111.77255,26.56365,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.822924320352682,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,1
DLBAJ151,-111.8147,26.62937,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.498745969186671,8.771730300568644,8.148420279206467,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,2,2,0,0,0,1,1
DLBAJ152,-111.88428,26.70713,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.197648787656136,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ153,-111.93964,26.88707,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.235855988243939,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ154,-111.9534,26.9002,10.0,2.0,0.0,1.0,1.0,1.0037260750947443,1.0,1.0,1.0,1.0,1.0,7.989439480097482,7.2887582659808965,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
DLBAJ155,-111.98679,26.88692,10.0,0.0,2.0,1.0,1.0,1.0,1.0052569811227163,1.000006360556226,1.0,4.6757631822386685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5,1,0,1,0,0,0,1,1,0,0,2
DLBAJ156,-111.98267,26.88867,10.0,0.0,2.0,1.0185034376877378,1.0166389990738638,1.0,1.0006386965553073,1.0,1.0,4.17622571692877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,4,1,0,1,0,0,0,1,1,0,0,2
DLBAJ159,-112.26147,27.33785,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4571838050877814,6.351746547522339,5.728141072740633,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ160,-112.26933,27.35023,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,3.4926549623790755,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,3
DLBAJ164,-113.17406,26.96917,10.0,15.0,0.0,1.0,1.0,1.0378021783208247,1.0,1.0,1.0,1.0,1.0,1.0,7.745040411462161,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,0,0,2,0,0,0,1,1
DLBAJ165,-113.14605,26.94383,10.0,15.0,0.0,1.0,1.0,1.004796127429645,1.0,1.0,1.0,1.0,1.0,1.0,7.361498897869214,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ166,-113.14135,26.9028,10.0,15.0,0.0,1.0,1.0,1.020732263988705,1.0,1.0,1.0,1.0,1.0,1.0,6.92505510653931,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ167,-113.17136,26.87106,10.0,15.0,0.0,1.0,1.0,1.0146941115274786,1.0,1.0,1.0,1.0,3.8054460766750267,7.09017059301381,5.642174871418075,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ168,-113.15,26.786,10.0,15.0,0.0,1.0,1.0,1.0033439135465654,1.0,1.0,1.0,1.0,1.0,1.0,7.1102130786186635,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ169,-112.2933,27.37706,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.476531709064851,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ170,-113.2707,26.7362,10.0,15.0,0.0,1.0,1.0,1.0016879120179192,1.0,1.0,1.0,1.0,1.0,1.0,7.354886113152094,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ171,-113.26459,26.81313,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.354886113152094,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ172,-113.70728,26.7894,10.0,12.0,0.0,1.0,1.0,1.0045541236292608,1.0,1.0,1.0,1.0,3.4442852024364026,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ173,-113.65367,26.76086,10.0,12.0,0.0,1.0,1.0,1.0039171558688336,1.0,1.0,1.006361317896425,1.0,3.1443926907918307,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ174,-112.47136,26.25615,10.0,15.0,0.0,1.0,1.0,1.0015604611416016,1.0,1.0,1.0,1.0,4.153708348262271,7.989439480097482,6.90521675238795,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ175,-114.19292,27.75162,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.470082407739161,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ176,-114.283,27.76011,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4507345037620922,1.0,5.880235121234387,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLBAJ177,-114.10713,27.6475,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.595843783590111,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ178,-114.14141,27.68167,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4571838050877814,1.0,5.913299044819986,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLBAJ179,-114.2036,27.8463,10.0,15.0,0.0,1.0,1.0,1.0061463997197482,1.0,1.0,1.0,1.0,3.3765675385166602,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ180,-114.27864,27.86918,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.699032604801146,6.841592201462226,6.111682586333579,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ181,-113.97281,27.74018,10.0,15.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8602651379433888,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ190,-112.50886,26.38214,10.0,0.0,2.0,1.0,1.045104583500795,1.0,1.0009708589360014,1.000002640932702,1.0,8.913506012950972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,4,1,0,5,0,0,0,1,1,0,0,2
DLBAJ191M1,-109.60857,23.61961,10.0,0.0,2.0,1.0213870903143982,1.015978471700421,1.0606681457733995,1.0001830426736165,1.0001417548525,1.0,6.543617021276596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,2,3,2,0,4,0,0,0,1,1,0,0,2
DLBAJ192,-112.89735,27.29764,10.0,0.0,2.0,1.0,1.0113233264018733,1.0,1.0006126591906395,1.000002640932702,1.0,5.691489361702128,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,1,0,3,0,0,0,1,1,0,0,2
DLBAJ193,-112.00876,26.2298,10.0,0.0,2.0,1.0,1.0,1.0,1.0012096587662427,1.000002640932702,1.0,5.24190564292322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,4,1,0,2,0,0,0,1,1,0,0,2
DLBAJ194,-112.12748,26.15856,10.0,0.0,2.0,1.0312395701221548,1.4044943820224718,1.0195857793441683,1.0009217599054845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,4,1,0,0,0,0,0,1,1,0,0,3
DLBAJ195,-112.12343,25.1991,10.0,2.0,0.0,1.0,1.0,1.0241239477287927,1.0,1.0,1.129123593090592,1.0,4.385883195987101,7.258326563769294,6.488611315209406,1.0,1.0,1.0,1.0,0,0,2,0,0,4,0,2,1,1,0,0,0,1,3
DLBAJ196,-112.12122,24.78773,10.0,2.0,0.0,1.0,1.0,1.0320537998535046,1.0,1.0,10.0,1.0,4.479398065209601,7.645816409423233,6.812637766348273,1.0,1.0,1.0,1.0,0,0,2,0,0,5,0,2,1,1,0,0,0,1,3
DLBAJ197,-112.0109,24.6799,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.892153350053744,10.0,9.034533431300515,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,4,4,4,0,0,0,1,2
DLBAJ198,-111.8176,24.4793,10.0,2.0,0.0,1.0,1.0,1.0063247736223606,1.0,1.0,1.0,1.0,4.18595485489072,8.02599512591389,6.303453343130052,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ199,-112.13747,24.63284,10.0,2.0,0.0,1.0,1.0,1.013471194573306,1.0,1.0,1.0,1.0,1.0,1.0,7.7648787656135205,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,1
DLBAJ200,-111.74285,24.54675,10.0,2.0,0.0,1.0,1.0,1.0051018566681882,1.0,1.0,1.0,1.0,1.0,8.29650690495532,7.586333578251287,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
DLBAJ201,-113.63021,26.73946,10.0,12.0,0.0,1.0,1.0,1.0102865468519442,1.0,1.0,1.0,1.0,2.9799355069867426,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ203,-111.55928,24.40499,10.0,2.0,0.0,1.0,1.0,1.0062865574675428,1.0,1.0,1.0,1.0,1.0,1.0,6.455547391623806,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ204,-110.21183,23.39026,10.0,0.0,2.0,1.0,1.0604539815122231,1.0,1.00075995628219,1.0000476483773426,1.0,1.5203515263644773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,4,2,0,4,0,0,0,1,1,0,0,2
DLBAJ205,-112.11671,25.26685,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.115012540308133,7.989439480097482,7.381337252020574,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ55,-110.31682,24.16496,10.0,2.0,0.0,1.0,1.0,1.0000955403870446,1.0,1.0,1.1309836275632308,1.0,3.9505553565030453,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,3
DLBAJ56,-110.32484,24.17006,10.0,2.0,0.0,1.0,1.0,1.0001592658252036,1.0,1.0,1.0,1.0,4.269795772124685,7.675060926076361,6.257163850110214,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,1,1,0,0,0,1,1
DLBAJ57,-110.32851,24.27517,10.0,2.0,0.0,1.0,1.0,1.0119043322257726,1.0,1.0,1.0,1.0,4.150483697599426,7.667749796913078,6.481998530492286,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ58,-110.30345,24.21409,10.0,2.0,0.0,1.0,1.0,1.0125157907028588,1.0,1.0,1.0,1.0,4.192404156216409,8.17221770917953,7.401175606171933,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ59,-110.31084,24.21853,10.0,2.0,0.0,1.0,1.0,1.012745087631766,1.0,1.0,7.445428655277745,1.0,4.098889286993908,7.821283509341999,6.865540044085232,1.0,1.0,1.0,1.0,0,0,1,0,0,5,0,1,1,1,0,0,0,1,3
DLBAJ60,-110.3137,24.2243,10.0,2.0,0.0,1.0,1.0,1.0236749079096825,1.0,1.0,1.0390979246148695,1.0,3.96022930849158,7.506904955320878,6.720058780308597,1.0,1.0,1.0,1.0,0,0,2,0,0,2,0,1,1,1,0,0,0,1,1
DLBAJ61,-110.31742,24.24291,10.0,2.0,0.0,1.0,1.0,1.0030381843080223,1.0,1.0,1.0,1.0,4.472948763883911,1.0,8.102130786186628,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,2,0,0,0,1,1
DLBAJ62,-110.3164,24.2582,10.0,2.0,0.0,1.0,1.0,1.013996666702052,1.0,1.0,1.006361317896425,1.0,4.192404156216409,8.238017871649067,7.374724467303453,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ63,-110.32374,24.26563,10.0,2.0,0.0,1.0,1.0,1.0170252969713698,1.0,1.0,1.006361317896425,1.0,1.0,1.0,8.452608376193975,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,0,0,3,0,0,0,1,1
DLBAJ64,-110.42535,24.15676,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.695807954138301,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLBAJ65,-110.42442,24.13794,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.9315657470440697,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,0,0,0,0,0,1,1
DLBAJ66,-110.42209,24.11737,10.0,2.0,0.0,1.0,1.0,1.00343945393361,1.0,1.0,1.0,1.0,1.0,1.0,2.6135194709772227,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,1
DLBAJ67,-110.35493,24.11762,10.0,2.0,0.0,1.0,1.0,1.023502935213002,1.0,1.0,1.0428179935601474,1.0,1.0,1.0,6.2770022042615725,1.0,1.0,1.0,1.0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1
DLBAJ78,-109.99047,24.07696,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.767817781043351,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ84,-109.83324,23.98474,10.0,2.0,0.0,1.0,1.0,1.0003184361100201,1.0,1.0,1.0,1.0,3.9666786098172695,7.806661251015435,7.149889786921382,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ85,-109.70028,23.09,10.0,0.0,2.0,1.0,1.0,1.0,1.0089989223878688,1.001143077505163,1.0,3.4643848288621646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5,5,0,2,0,0,0,1,1,0,0,2
DLBAJ86,-109.69258,23.69201,10.0,2.0,0.0,1.0,1.0,1.0005095168841096,1.0,1.0,1.0,1.0,4.160157649587961,8.157595450852964,7.116825863335784,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ87,-109.69636,23.67178,10.0,2.0,0.0,1.0,1.0,1.000382161548179,1.0,1.0,1.0,1.0,4.144034396273737,8.13566206336312,7.421013960323292,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
DLBAJ88,-109.6072,23.62191,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.266571121461841,8.413484971567831,7.678912564290964,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,2,2,0,0,0,1,1
DLBAJ89,-109.42626,23.43498,10.0,21.0,0.0,1.0,1.0,1.0052547212874599,1.0,1.0,1.0,1.0,1.0,1.0,7.050698016164586,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ90,-109.42467,23.40421,10.0,21.0,0.0,1.0,1.0,1.0006369677604272,1.0,1.0,1.026821697095453,1.0,1.0,1.0,7.130051432770022,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
DLBAJ94,-109.69102,23.05754,10.0,0.0,2.0,1.0,1.0,1.0,1.0064446569139323,1.000035001657361,1.0,2.7025901942645696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,5,1,0,2,0,0,0,1,1,0,0,2
DLBAJ95,-109.68738,23.05032,10.0,0.0,2.0,1.0165810026032975,1.0079263284813111,1.0045859385781468,1.0066432848101143,1.0000625268714385,1.0,4.088806660499538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,5,2,0,1,0,0,0,1,1,0,0,2
DLBAJ96,-109.68889,23.04306,10.0,2.0,0.0,1.0,1.0,1.0259392150826425,1.0,1.0,1.0,1.0,4.363310641347187,8.60357432981316,7.8310066127847175,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,2,2,0,0,0,1,1
DLBAJ97,-109.68059,23.04946,10.0,0.0,2.0,1.020425872772178,1.0,1.006210125157907,1.0089989223878688,1.000180810899502,1.0,1.5037002775208141,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,1,1,5,2,0,4,0,0,0,1,1,0,0,2
DLBAJ98,-109.64452,23.06673,10.0,2.0,0.0,1.0,1.0,1.016948864661734,1.0,1.0,1.0,1.0,4.256897169473307,8.786352558895206,8.102130786186628,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,2,2,0,0,0,1,1
DLBAJ99,-109.71361,23.01398,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.3955571479756355,8.60357432981316,7.665686994856724,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,2,2,0,0,0,1,1
DLCAM206,-90.45546,20.69907,11.0,21.0,0.0,1.0,1.0,1.0115603868324115,1.0,1.0,1.0004092075839806,1.0,3.531350770333214,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLCAM207,-90.50431,20.44502,11.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.611967036904335,1.0,6.270389419544452,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM208,-90.49591,20.33071,11.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.405589394482264,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
DLCAM209,-90.49703,20.25984,11.0,18.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5345754209960583,1.0,6.151359294636297,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM210,-90.4997,20.0496,11.0,18.0,0.0,1.0,1.0,1.013471194573306,1.0,1.0,1.0,1.0,3.3668935865281258,1.0,5.77443056576047,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM211,-90.51683,19.87422,11.0,18.0,0.0,1.0,1.0,1.0106049829619643,1.0,1.0,1.0004092075839806,1.0,3.405589394482264,1.0,5.900073475385746,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM222,-90.59334,19.81477,11.0,21.0,0.0,1.0,1.0,1.0192036177959893,1.0,1.0,1.0,1.0,3.334647079899677,1.0,5.662013225569435,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,1
DLCAM223,-90.62183,19.79481,11.0,21.0,0.0,1.0,1.0,1.0106049829619643,1.0,1.0,1.0,1.0,3.48943031171623,1.0,5.999265246142542,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
