CLAVE,LONGITUD,LATITUD,ORGANISMO_DE_CUENCA,SUBTIPO,GRUPO,DBO_mg/L,DQO_mg/L,SST_mg/L,COLI_FEC_NMP_100mL,E_COLI_NMP_100mL,ENTEROC_NMP_100mL,OD_PORC,OD_PORC_SUP,OD_PORC_MED,OD_PORC_FON,TOX_D_48_UT,TOX_V_15_UT,TOX_D_48_SUP_UT,TOX_FIS_SUP_15_UT,CALIDAD_DBO,CALIDAD_DQO,CALIDAD_SST,CALIDAD_COLI_FEC,CALIDAD_E_COLI,CALIDAD_ENTEROC,CALIDAD_OD_PORC,CALIDAD_OD_PORC_SUP,CALIDAD_OD_PORC_MED,CALIDAD_OD_PORC_FON,CALIDAD_TOX_D_48,CALIDAD_TOX_V_15,CALIDAD TOX_D_48_SUP,CALIDAD_TOX_FIS_SUP_15,SEMAFORO
OCPBC4300,-116.60944,31.82489,10.0,21.0,0.0,1.0,1.0,1.001369380367512,1.0,1.0,1.0,1.0,3.4507345037620922,1.0,5.966201322556944,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4301,-116.60622,31.81636,10.0,5.0,1.0,1.577331286295975,2.785436944099813,1.2389465079988535,1.000032397920894,1.0,1.0,1.0,4.514869222500895,1.0,1.0,1.0,1.0,1.0,1.0,4,5,4,1,1,0,0,2,0,0,0,0,1,1,3
OCPBC4303,-116.63133,31.75622,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5281261196703686,1.0,6.038941954445261,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4306,-116.64228,31.7355,10.0,21.0,0.0,1.0,1.0,1.0004139764970648,1.0,1.0,1.0,1.0,3.482981010390541,1.0,5.986039676708303,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4312M1,-116.52691,32.54239,10.0,22.0,1.0,1.0068486749883185,1.0,1.015066719036953,1.0,1.0,1.0,1.0,3.3378717305625223,5.49634443541836,4.564290962527553,1.0,1.0,1.0,1.0,2,1,2,1,1,0,0,1,1,2,0,0,1,1,1
OCPBC4313M1,-116.53257,32.54418,10.0,22.0,1.0,1.0103330885788666,1.010536984290632,1.0045572764620334,1.000032397920894,1.0,1.0,1.0,3.5055535650304543,5.818034118602762,4.848640705363703,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,1,1,2,0,0,1,1,1
OCPBC4319,-116.65077,31.58742,10.0,2.0,0.0,1.0,1.0,1.0016879120179192,1.0,1.0,1.0,1.0,3.6248656395557144,6.680747359870024,6.038941954445261,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
OCPBC4320,-116.69014,31.56969,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5539233249731272,1.0,5.972814107274063,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4321,-116.64582,31.51754,10.0,21.0,0.0,1.0,1.0,1.001050944257492,1.0,1.0,1.0,1.0,3.637764242207094,1.0,6.091844232182219,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4322,-116.45328,31.33028,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.6216409888928696,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4326,-116.33612,30.96753,10.0,21.0,0.0,1.0,1.0,1.0000955403870446,1.0,1.0,1.0,1.0,3.4797563597276957,1.0,6.005878030859662,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4327,-116.19053,30.87794,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5055535650304543,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4337,-115.96784,30.46733,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.312074525259763,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4338,-115.98071,30.48682,10.0,2.0,0.0,1.0,1.0,1.0026433158883663,1.0,1.0,1.0,1.0,3.3926907918308844,1.0,5.582659808963998,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4339,-115.99396,30.49795,10.0,2.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0,1.0,3.089573629523468,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4340,-116.01625,30.44502,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.334647079899677,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4341,-116.014,30.4097,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4571838050877814,1.0,5.695077149155034,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4342,-115.99337,30.39764,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5055535650304543,1.0,5.959588537839824,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4343,-115.69627,29.75346,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.48943031171623,1.0,6.019103600293902,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4344,-114.82356,30.98789,10.0,2.0,0.0,1.0,1.0,1.0061463997197482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
OCPBC4345,-114.8325,31.02247,10.0,21.0,0.0,1.0,1.0,1.0067833674801754,1.0,1.0,1.0,1.0,3.6925833034754567,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4346,-114.82694,31.03381,10.0,21.0,0.0,1.0,1.0,1.009331142981497,1.0,1.0,1.402920667463037,1.0,3.3959154424937297,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,5,0,1,0,0,0,0,0,1,3
OCPBC4347,-116.63462,31.889,10.0,3.0,2.0,1.0,1.00267356317822,1.0,1.0,1.0,1.0,3.0730804810360777,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,2,0,0,0,1,1,0,0,1
OCPBC4348,-116.89894,32.52869,10.0,0.0,2.0,1.1838328549496029,1.338284376255963,1.0201590216664367,1.0089260177667982,1.0089260177667982,1.0,1.4037927844588345,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,2,5,5,0,4,0,0,0,1,1,0,0,3
OCPBC4349,-114.89044,31.16472,10.0,21.0,0.0,1.0,1.0,1.0086941752210699,1.0,1.0,1.0,1.0,3.570046578287352,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4350M1,-115.57589,32.65861,10.0,10.0,2.0,1.1730191575996263,1.4652943540636412,1.005827963609728,1.0001588651207103,1.0001588651207103,1.0,4.40518038852914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,1,3,2,0,1,0,0,0,1,1,0,0,3
OCPBC4351,-116.68552,32.4811,10.0,22.0,1.0,1.0,1.0062907368899294,1.00343945393361,1.0,1.0,1.0,1.0,3.3443210318882115,6.220146222583265,5.642174871418075,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,1,1,1,0,0,1,1,1
OCPBC4352,-114.49097,31.67583,10.0,21.0,0.0,1.0,1.0,1.0141081623337331,1.0,1.0,1.0,1.0,3.499104263704765,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4353,-114.4969,31.68148,10.0,21.0,0.0,1.0,1.0,1.0195220539060095,1.0,1.0,1.0,1.0,3.570046578287352,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
OCPBC4355,-114.74881,31.94718,10.0,5.0,1.0,1.0009612175422202,1.0014783231691333,1.0,1.000013799803274,1.0,1.0,1.0,3.537800071658903,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,0,1,0,0,0,0,1,1,1
OCPBC4357,-114.89444,32.03917,10.0,5.0,1.0,1.0091315666510914,1.0114491411396718,1.0,1.0,1.0,1.0,1.0,2.731637405947689,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,2,0,0,0,0,1,1,1
OCPBC4358,-114.89722,32.03556,10.0,5.0,1.0,1.0110540017355316,1.017771331714051,1.0,1.000032397920894,1.0,1.0,1.0,2.1544249372984594,1.0,1.0,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,3,0,0,0,0,1,1,1
OCPBC4359,-114.90349,32.03738,10.0,5.0,1.0,1.003724717976103,1.0500742656438393,1.0,1.0,1.0,1.0,1.0,2.0544607667502683,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,1,1,0,0,3,0,0,0,0,1,1,1
OCPBC4360,-114.89939,32.05747,10.0,3.0,2.0,1.0,1.017771331714051,1.0029617519983864,1.000032397920894,1.0,1.0,4.983811285846438,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1
OCPBC4361,-114.95626,32.11144,10.0,10.0,2.0,1.0,1.0356055707970013,1.007423488073375,1.0000844726502303,1.0000844726502303,1.0,3.4269195189639223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,1,3,2,0,2,0,0,0,1,1,0,0,1
OCPBC4369,-114.79083,32.4875,10.0,3.0,2.0,1.0,1.0624670173170008,1.0169106485069161,1.0000844726502303,1.000032397920894,1.0,3.5226641998149866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,2,3,1,0,1,0,0,0,1,1,0,0,1
OCPBC4370,-114.81194,32.49333,10.0,3.0,2.0,1.0,1.0096248274415922,1.0,1.000013799803274,1.0,1.0,4.092969472710453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1
OCPBC4373M1,-117.03727,32.54137,10.0,24.0,2.0,1.5502970429210334,1.9460639208765094,1.1625141983630747,1.0089260177667982,1.0089260177667982,1.0,1.166512488436633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,4,5,5,0,4,0,0,0,1,1,0,0,3
OCPBC4375,-114.73056,32.70583,10.0,3.0,2.0,1.0036045657833255,1.002390480018173,1.002646468721139,1.000013799803274,1.0,1.0,3.6725254394079556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,1,1,0,1,0,0,0,1,1,0,0,1
OCPBC4378,-115.10956,32.2041,10.0,14.0,1.0,1.0186235898805154,1.0633791741660406,1.0,1.0000844726502303,1.000013799803274,1.0,1.0,2.7671085632389825,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,3,1,0,0,2,0,0,0,0,1,1,1
OCPBC4379,-115.05289,32.22058,10.0,15.0,1.0,1.0212669381216206,1.0241249759728799,1.0,1.000013799803274,1.0,1.0,1.0,2.889645288427087,1.0,4.782512858192505,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,2,0,2,0,0,1,1,1
OCPBC4380,-115.05239,32.23261,10.0,15.0,1.0,1.0300380481943796,1.0189980254075872,1.0,1.000032397920894,1.0,1.0,1.0,3.1185954854890716,1.0,1.0,1.0,1.0,1.0,1.0,3,2,1,1,1,0,0,1,0,0,0,0,1,1,1
OCPBC4381,-115.20758,32.03869,10.0,24.0,2.0,1.019464655229958,1.3440718541946983,1.0115603868324115,1.0,1.0,1.0,3.3103607770582792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,1,1,0,2,0,0,0,1,1,0,0,3
OCPBC4382,-115.27875,32.155,10.0,24.0,2.0,1.033162005206595,1.2314991175494083,1.0106049829619643,1.000032397920894,1.0,1.0,3.447733580018501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,1,1,0,2,0,0,0,1,1,0,0,3
OCPBC4383,-115.21861,32.17919,10.0,24.0,2.0,1.0176623723382952,1.1141139671833225,1.002646468721139,1.0001588651207103,1.0000844726502303,1.0,3.414431082331175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,3,2,0,2,0,0,0,1,1,0,0,3
OCPBC4384,-115.19603,32.23919,10.0,24.0,2.0,1.0212669381216206,1.0875356038233701,1.0374422776828272,1.0000844726502303,1.000032397920894,1.0,4.1096207215541165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,2,3,1,0,1,0,0,0,1,1,0,0,1
OCPBC4385,-115.28789,32.22721,10.0,24.0,2.0,1.083505773980375,1.3209848498086567,1.0249360410186727,1.000344846296911,1.000032397920894,1.0,5.14199814986124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,3,1,0,1,0,0,0,1,1,0,0,3
OCPBC4393,-115.45033,32.53528,10.0,3.0,2.0,1.0105733929644216,1.0663987278732066,1.0488211377798538,1.0017099481302218,1.00089163095494,1.0,4.638297872340425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,2,4,5,0,1,0,0,0,1,1,0,0,2
OCPBC4396,-115.42747,32.57353,10.0,10.0,2.0,1.0269140911821641,1.1029164555192479,1.0440441184276175,1.0017099481302218,1.00089163095494,1.0,3.193802035152636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,4,5,0,2,0,0,0,1,1,0,0,3
OCPBC4399W1,-115.4474,32.60486,10.0,15.0,1.0,1.0322007876643748,1.100683243923323,1.0077387713506225,1.00089163095494,1.000013799803274,1.0,1.0,2.8477248298101037,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,4,1,0,0,2,0,0,0,0,1,1,3
OCPBC4400,-115.44519,32.60576,10.0,10.0,2.0,1.0165810026032975,1.1458507347930174,1.0092387554272249,1.00089163095494,1.00089163095494,1.0,3.3852913968547647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,4,5,0,2,0,0,0,1,1,0,0,3
OCPBC4407,-115.46003,32.59525,10.0,10.0,2.0,1.0151391762899673,1.0663987278732066,1.0062770034288384,1.00089163095494,1.000032397920894,1.0,3.826549491211841,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,4,1,0,1,0,0,0,1,1,0,0,2
OCPBC4410,-115.46024,32.57276,10.0,10.0,2.0,1.0340030705560377,1.1968686109703461,1.060601267502468,1.0001588651207103,1.000013799803274,1.0,4.246993524514338,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,3,1,0,1,0,0,0,1,1,0,0,3
OCPBC4423,-115.49845,32.66399,10.0,24.0,2.0,1.020185568386623,1.0917503975396228,1.004872559739281,1.0089260177667982,1.0089260177667982,1.0,2.361239592969473,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,3,1,5,5,0,3,0,0,0,1,1,0,0,2
OCPBC4424,-115.50003,32.6645,10.0,10.0,2.0,1.2024564448301183,1.4649798172191448,1.0157928259784927,1.0089260177667982,1.0089260177667982,1.0,3.643385753931545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,4,2,5,5,0,1,0,0,0,1,1,0,0,3
OCPBC4425,-115.5031,32.66608,10.0,3.0,2.0,1.0756958814498365,1.2560958987890332,1.0438816997696416,1.00089163095494,1.0001588651207103,1.0,4.446808510638298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,4,2,4,2,0,1,0,0,0,1,1,0,0,3
OCPBC4427,-115.6218,32.60491,10.0,7.0,2.0,1.0237901341699487,1.3127125307983993,1.0007356609802445,1.000013799803274,1.000013799803274,1.0,3.318686401480111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,1,1,0,2,0,0,0,1,1,0,0,3
OCPBC4428,-115.62354,32.60502,10.0,7.0,2.0,1.0211467859288432,1.221276670103273,1.0,1.0000844726502303,1.000013799803274,1.0,3.7391304347826084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,4,1,3,1,0,1,0,0,0,1,1,0,0,3
OCPBC4430,-115.64142,32.60497,10.0,7.0,2.0,1.0052866964822107,1.1806699634787774,1.0086941752210699,1.00089163095494,1.00089163095494,1.0,2.7275670675300647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,1,4,5,0,2,0,0,0,1,1,0,0,3
OCPBC4431,-115.64236,32.60506,10.0,7.0,2.0,1.0054068486749883,1.2892166285145124,1.007423488073375,1.0040905071855872,1.0040905071855872,1.0,2.7567067530064753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4,1,5,5,0,2,0,0,0,1,1,0,0,3
OCPBC4433,-115.65023,32.60491,10.0,3.0,2.0,1.0,1.0099393642860888,1.0176080933323426,1.0000844726502303,1.0000844726502303,1.0,4.596669750231268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,3,2,0,1,0,0,0,1,1,0,0,1
OCPBC4436M1,-115.1996,32.61508,10.0,10.0,2.0,1.0006007609638876,1.0017614063291802,1.0,1.00089163095494,1.000344846296911,1.0,3.239592969472711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,4,4,0,2,0,0,0,1,1,0,0,2
OCPBC4437M1,-115.32828,32.40585,10.0,5.0,1.0,1.2559241706161137,1.583119856012022,1.0287576565004617,1.000032397920894,1.000032397920894,1.0,1.0,2.5768541741311353,1.0,1.0,1.0,1.0,1.0,1.0,4,4,2,1,1,0,0,2,0,0,0,0,1,1,3
OCPBC4438,-116.7062,31.8927,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.5764958796130415,1.0,6.151359294636297,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4439,-117.06952,32.35939,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.566821927624507,1.0,5.992652461425423,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1
OCPBC4442,-113.54514,29.0106,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4442852024364026,6.439480097481722,5.721528288023512,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
OCPBC4443,-113.50349,28.91159,10.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
OCPBC4444,-113.38628,28.91827,10.0,21.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4442852024364026,6.461413484971567,5.79426891991183,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
OCPNO4445,-107.50997,24.82585,8.0,10.0,2.0,1.0,1.0109458821884774,1.0315187736860543,1.0089989223878688,1.0089989223878688,1.0,4.950508788159112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,5,5,0,1,0,0,0,1,1,0,0,2
OCPNO4446,-107.52932,24.8217,8.0,10.0,2.0,1.3340230959215007,1.5491813304908522,1.0704801435228926,1.0089989223878688,1.0089989223878688,1.0,1.0,1.0,1.0,1.0,1.0,1.079369166398455,1.0,1.0,4,4,3,5,5,0,5,0,0,0,1,3,0,0,3
OCPNO4448,-107.41251,24.80935,8.0,24.0,2.0,1.0,1.0,1.0526427532616427,1.0089989223878688,1.0089989223878688,1.0,4.759019426456985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,5,5,0,1,0,0,0,1,1,0,0,2
OCPNO4449M1,-107.40774,24.8054,8.0,3.0,2.0,1.0,1.0,1.0493943801021222,1.001922710595795,1.001080959792312,1.0,2.3654024051803884,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,4,5,0,3,0,0,0,1,1,0,0,2
OCPNO4450,-107.40237,24.81233,8.0,24.0,2.0,1.0,1.0131476400999528,1.1059542892325984,1.0052569811227163,1.004164527693715,1.0,3.7974098057354295,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,3,5,5,0,1,0,0,0,1,1,0,0,2
OCPNO4451,-107.391,24.81271,8.0,24.0,2.0,1.0474601161471198,1.0339699792056196,1.1158904894852495,1.0030356219541785,1.002863403385017,1.0,4.0055504162812205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,3,4,5,0,1,0,0,0,1,1,0,0,2
OCPNO4452,-107.38099,24.81912,8.0,24.0,2.0,1.0,1.0209481538434655,1.2136283054320018,1.007387209514916,1.0044747442956174,1.0,3.9972247918593897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,4,5,5,0,1,0,0,0,1,1,0,0,2
OCPNO4453,-107.32621,24.81074,8.0,24.0,2.0,1.0,1.0,1.1192821732253373,1.0009217599054845,1.0003355472381008,1.0,5.4250693802035155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3,4,4,0,2,0,0,0,1,1,0,0,2
OCPNO4455,-107.44814,24.79331,8.0,24.0,2.0,1.0,1.0,1.0116559272194563,1.0002139155488656,1.0000353736197132,1.0,4.754856614246068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,1,0,0,0,1,1,0,0,1
OCPNO4456,-107.48228,24.7901,8.0,24.0,2.0,1.034123222748815,1.0408897897845422,1.0180093629579303,1.0005118573931389,1.000002640932702,1.0,5.40009250693802,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3,3,2,4,1,0,2,0,0,0,1,1,0,0,2
OCPNO4457,-107.53582,24.81976,8.0,10.0,2.0,1.3370269007409386,1.6723225051112238,1.0755724461523763,1.0089989223878688,1.0089989223878688,1.0,1.0,1.0,1.0,1.0,1.0,1.0953588670743482,1.0,1.0,4,5,3,5,5,0,5,0,0,0,1,3,0,0,3
OCPNO4458,-107.564,24.82238,8.0,10.0,2.0,1.3520459248381282,1.7163576633407307,1.1118777932293713,1.0089989223878688,1.0089989223878688,1.0,1.0,1.0,1.0,1.0,1.0531042561499415,1.0220727389765045,1.0,1.0,4,5,3,5,5,0,5,0,0,0,2,2,0,0,3
OCPNO4459,-107.55836,24.78496,8.0,24.0,2.0,1.0,1.0142170653712408,1.0,1.0001573772713008,1.0000178913891504,1.0,6.7987974098057355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,1,3,1,0,4,0,0,0,1,1,0,0,2
OCPNO4464M1,-107.69964,24.69182,8.0,24.0,2.0,1.0,1.0511436909151275,1.1160815702593392,1.0014395315000264,1.0003682799251121,1.0,3.193802035152636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,3,4,4,0,2,0,0,0,1,1,0,0,2
OCPNO4466,-107.73146,24.75625,8.0,24.0,2.0,1.0,1.021954671745854,1.0308595450154456,1.0005200405648915,1.0000301661467796,1.0,3.1979648473635525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,2,2,4,1,0,2,0,0,0,1,1,0,0,2
OCPNO4467M1,-107.6608,24.62845,8.0,24.0,2.0,1.0,1.0,1.0,1.000171511840692,1.0000104521421025,1.0,3.3020351526364475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,3,1,0,2,0,0,0,1,1,0,0,1
OCPNO4468,-107.70863,24.5316,8.0,12.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0026412489511474,1.0,2.5768541741311353,4.575142160844842,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,2,2,0,0,0,0,1,1
OCPNO4469,-107.73111,24.49616,8.0,13.0,0.0,1.0,1.0,1.0253659727603741,1.0,1.0,1.0,1.0,3.3056252239340735,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
OCPNO4470,-107.72367,24.48918,8.0,2.0,0.0,1.0,1.0,1.0161463254105583,1.0,1.0,1.0,1.0,4.050519527051235,7.3753046303818035,6.713445995591477,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,1,1,0,0,0,1,1
OCPNO4471,-107.77221,24.49664,8.0,2.0,0.0,1.0,1.0,1.0076750459124637,1.0,1.0,1.0,1.0,3.96022930849158,7.47766043866775,6.779573842762675,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
OCPNO4472,-107.8159,24.52105,8.0,2.0,0.0,1.0,1.0,1.0039171558688336,1.0,1.0,1.0,1.0,3.798996775349337,7.294882209585703,6.680382072005878,1.0,1.0,1.0,1.0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1
OCPNO4473,-107.62859,24.46773,8.0,2.0,0.0,1.0,1.0,1.0410983216738676,1.0,1.0,1.0,1.0,3.5539233249731272,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,1,0,0,0,0,0,1,1
OCPNO4474,-107.59052,24.49834,8.0,2.0,0.0,1.0,1.0,1.0467192492648698,1.0,1.0,1.0,1.0,2.838050877821569,1.0,1.0,1.0,1.0,1.0,1.0,0,0,2,0,0,1,0,2,0,0,0,0,0,1,1
OCPNO4475,-107.61197,24.61106,8.0,14.0,1.0,1.0284760696882718,1.121411221975641,1.0077387713506225,1.0006643619576232,1.000002640932702,1.0,1.0,4.163382300250806,1.0,1.0,1.0,1.0,1.0,1.0,3,4,1,4,1,0,0,1,0,0,0,0,1,1,3
OCPNO4476,-107.41465,24.71012,8.0,10.0,2.0,1.0,1.0,1.0260825256632096,1.000238465064124,1.0000472764149901,1.0,4.704902867715079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,2,3,2,0,1,0,0,0,1,1,0,0,1
OCPNO4477,-107.4192,24.70513,8.0,10.0,2.0,1.26433482411054,1.757876526814266,1.100604027558094,1.0089989223878688,1.0089989223878688,1.0,1.7576318223866791,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4,5,3,5,5,0,4,0,0,0,1,1,0,0,3
OCPNO4478,-107.29765,24.85035,8.0,24.0,2.0,1.0,1.0,1.1080561777475824,1.0018155854383037,1.0002812407346502,1.0,6.045328399629972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1,3,4,3,0,4,0,0,0,1,1,0,0,2
OCPNO4479,-107.13645,24.83191,8.0,22.0,1.0,1.0183832854949604,1.0086812169081028,1.0,1.0000141717656263,1.0,1.0,1.0,3.992475815120028,6.666125101543461,5.747979426891992,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,1,1,1,0,0,1,1,1
OCPNO4480,-107.12249,24.82428,8.0,22.0,1.0,1.0145384153260797,1.0193125622520838,1.0,1.0,1.0,1.0,1.0,3.6248656395557144,6.768480909829407,5.860396767083028,1.0,1.0,1.0,1.0,2,2,1,1,1,0,0,1,1,1,0,0,1,1,1
OCPNO4481,-107.1078,24.83925,8.0,22.0,1.0,1.0150190240971897,1.0458594719275867,1.0,1.000018263351503,1.0,1.0,1.0,3.976352561805804,6.73923639317628,5.470242468772962,1.0,1.0,1.0,1.0,2,3,1,1,1,0,0,1,1,1,0,0,1,1,1
OCPNO4482,-107.11535,24.8235,8.0,22.0,1.0,1.013697349976637,1.1012179565589668,1.0,1.0017140397160984,1.0000141717656263,1.0,1.0,3.531350770333214,6.54914703493095,4.696546656869948,1.0,1.0,1.0,1.0,2,4,1,4,1,0,0,1,1,2,0,0,1,1,3
